date,temperature_c,humidity_pct,wind_speed_kmh,precipitation_mm,cloud_cover_pct,season
2022-06-21,30.08,57.01,11.01,,21.59,Summer
2022-06-22,33.83,49.99,17.31,2.74,24.9,Summer
2022-06-23,30.56,50.23,4.38,,36.43,Summer
2022-06-24,30.11,53.36,20.25,1.09,26.25,Summer
2022-06-25,25.87,46.66,12.09,8.58,25.81,Summer
2022-06-26,32.17,43.84,7.09,5.23,22.73,Summer
2022-06-27,,43.77,11.85,2.71,27.54,Summer
2022-06-28,36.36,46.84,23.8,3.06,35.48,Summer
2022-06-29,28.91,60.75,11.25,1.48,22.6,Summer
2022-06-30,30.45,62.01,17.51,,21.59,Summer
2022-07-01,30.49,54.0,9.88,3.6,13.31,Summer
2022-07-02,34.43,50.17,20.31,1.93,7.29,Summer
2022-07-03,29.35,42.72,19.8,4.53,30.74,Summer
2022-07-04,30.42,48.16,27.94,27.29,50.34,Summer
2022-07-05,31.34,46.2,13.77,2.86,28.34,Summer
2022-07-06,30.01,48.09,19.68,12.67,30.12,Summer
2022-07-07,28.04,51.93,15.69,,35.97,Summer
2022-07-08,29.89,48.94,24.07,0.28,15.41,Summer
2022-07-09,32.45,39.35,9.97,1.14,30.58,Summer
2022-07-10,26.06,,20.22,2.71,22.05,Summer
2022-07-11,29.45,46.28,13.64,1.24,15.03,Summer
2022-07-12,26.86,,14.55,0.0,25.93,Summer
2022-07-13,32.45,59.62,15.64,12.33,35.19,Summer
2022-07-14,,51.26,16.77,9.29,31.93,Summer
2022-07-15,26.98,40.97,14.19,6.78,26.91,Summer
2022-07-16,29.68,50.03,16.5,0.92,20.45,Summer
2022-07-17,33.13,54.21,26.05,0.64,44.46,Summer
2022-07-18,28.12,62.5,21.9,0.35,32.16,Summer
2022-07-19,26.53,47.83,21.08,6.44,33.02,Summer
2022-07-20,33.72,50.72,11.81,13.21,33.01,Summer
2022-07-21,23.6,54.0,8.78,2.82,32.61,Summer
2022-07-22,21.22,57.7,21.69,0.63,25.75,Summer
2022-07-23,29.0,65.23,21.13,3.59,23.49,Summer
2022-07-24,26.03,46.87,25.31,2.14,18.89,Summer
2022-07-25,24.33,57.01,10.77,2.35,21.3,Summer
2022-07-26,29.37,54.05,13.39,4.86,0.0,Summer
2022-07-27,27.83,58.37,3.52,6.34,27.81,Summer
2022-07-28,25.25,55.5,12.25,0.59,15.64,Summer
2022-07-29,22.94,58.39,21.98,0.18,36.09,Summer
2022-07-30,29.24,49.86,11.73,25.86,43.47,Summer
2022-07-31,28.41,53.83,19.48,1.32,9.3,Summer
2022-08-01,25.99,52.7,13.67,0.28,19.75,Summer
2022-08-02,31.66,52.99,17.27,1.05,10.49,Summer
2022-08-03,22.73,55.17,6.97,0.2,24.91,Summer
2022-08-04,21.19,60.14,15.6,2.49,25.15,Summer
2022-08-05,23.51,56.26,5.94,8.11,36.88,Summer
2022-08-06,25.26,60.63,13.69,2.09,13.97,Summer
2022-08-07,25.94,,3.59,2.94,22.98,Summer
2022-08-08,24.3,46.91,23.44,5.63,11.42,Summer
2022-08-09,25.88,60.81,20.44,3.56,30.21,Summer
2022-08-10,20.88,53.98,18.27,9.88,34.08,Summer
2022-08-11,28.76,48.93,25.65,10.05,34.0,Summer
2022-08-12,23.98,53.04,8.36,0.05,20.06,Summer
2022-08-13,27.38,60.18,27.23,7.53,30.92,Summer
2022-08-14,24.84,44.65,21.53,3.09,38.82,Summer
2022-08-15,24.98,70.92,13.34,22.48,37.38,Summer
2022-08-16,25.1,60.41,22.95,3.3,24.36,Summer
2022-08-17,24.52,56.71,7.26,21.67,28.65,Summer
2022-08-18,24.89,55.02,9.23,7.02,17.64,Summer
2022-08-19,26.73,55.25,10.74,1.43,22.26,Summer
2022-08-20,23.11,59.33,11.3,3.87,34.52,Summer
2022-08-21,24.42,58.9,7.6,24.23,39.24,Summer
2022-08-22,21.8,60.55,23.56,9.74,26.41,Summer
2022-08-23,26.16,54.73,13.19,0.51,16.39,Summer
2022-08-24,19.58,,17.47,6.13,20.17,Summer
2022-08-25,26.78,53.03,11.01,2.12,24.86,Summer
2022-08-26,21.02,57.42,2.26,0.04,5.06,Summer
2022-08-27,16.61,67.59,16.89,2.58,35.13,Summer
2022-08-28,21.05,61.34,1.61,,14.55,Summer
2022-08-29,18.38,45.8,14.52,8.54,34.91,Summer
2022-08-30,22.71,60.32,5.42,2.06,9.15,Summer
2022-08-31,17.98,61.8,28.91,8.79,34.6,Summer
2022-09-01,,60.43,21.38,0.01,26.72,Autumn
2022-09-02,13.78,62.24,15.74,3.68,27.15,Autumn
2022-09-03,17.85,66.55,23.85,2.76,12.54,Autumn
2022-09-04,11.68,70.6,9.08,2.66,24.89,Autumn
2022-09-05,13.95,60.18,18.8,0.71,8.81,Autumn
2022-09-06,20.74,60.65,16.4,2.07,19.34,Autumn
2022-09-07,20.56,53.9,16.85,,37.59,Autumn
2022-09-08,,52.93,23.91,3.44,31.07,Autumn
2022-09-09,14.8,60.24,20.13,5.4,25.01,Autumn
2022-09-10,17.3,65.68,17.02,4.73,14.51,Autumn
2022-09-11,17.18,66.23,3.42,20.87,45.24,Autumn
2022-09-12,13.46,67.01,8.28,23.57,41.41,Autumn
2022-09-13,21.19,61.89,14.14,6.79,2.91,Autumn
2022-09-14,19.05,62.55,15.65,4.01,31.43,Autumn
2022-09-15,15.5,59.6,7.09,1.13,20.77,Autumn
2022-09-16,15.98,64.58,31.88,30.66,59.62,Autumn
2022-09-17,16.27,66.19,25.61,0.62,9.61,Autumn
2022-09-18,9.26,71.57,19.21,3.53,0.0,Autumn
2022-09-19,14.39,69.64,15.5,3.54,25.98,Autumn
2022-09-20,12.82,68.49,13.51,3.86,26.39,Autumn
2022-09-21,11.61,67.68,8.34,1.79,4.71,Autumn
2022-09-22,13.51,69.75,15.54,15.29,23.97,Autumn
2022-09-23,19.49,59.48,16.8,1.31,48.73,Autumn
2022-09-24,15.76,58.19,6.31,10.08,26.01,Autumn
2022-09-25,11.87,,17.34,1.32,28.5,Autumn
2022-09-26,15.04,59.45,13.91,0.73,14.15,Autumn
